SITE CODE= E4EìåãûêÁë„ìcãÊëÂéËí¨        ,38.1033,142.8600, 24,9.0,40613.6154873, 54.13, 94.51
 LAT.=   35.6890
 LON.=  139.7559
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 47 10
 NS,EW,UD
-0.010,-0.047,-0.079
-0.053,-0.076,-0.119
-0.082,-0.114,-0.135
-0.100,-0.145,-0.124
-0.110,-0.145,-0.094
-0.114,-0.103,-0.056
-0.104,-0.030,-0.018
-0.076,0.046,0.020
-0.033,0.099,0.057
0.015,0.123,0.086
0.057,0.129,0.100
0.083,0.128,0.092
0.091,0.124,0.062
0.083,0.106,0.018
0.065,0.074,-0.028
0.037,0.032,-0.064
0.003,-0.011,-0.084
-0.031,-0.054,-0.094
-0.060,-0.097,-0.106
-0.078,-0.139,-0.121
-0.084,-0.171,-0.122
-0.074,-0.183,-0.086
-0.048,-0.166,-0.012
-0.007,-0.118,0.075
0.036,-0.048,0.143
0.065,0.024,0.169
0.063,0.070,0.153
0.029,0.070,0.114
-0.025,0.029,0.066
-0.077,-0.018,0.020
-0.112,-0.037,-0.014
-0.124,-0.021,-0.035
-0.118,0.007,-0.040
-0.100,0.020,-0.038
-0.073,0.008,-0.032
-0.040,-0.008,-0.025
-0.005,-0.007,-0.012
0.025,0.016,0.003
0.044,0.050,0.019
0.049,0.075,0.035
0.042,0.079,0.053
0.030,0.061,0.071
0.016,0.027,0.082
0.004,-0.018,0.079
-0.009,-0.070,0.066
-0.030,-0.121,0.051
-0.057,-0.159,0.040
-0.084,-0.173,0.036
-0.098,-0.150,0.036
-0.090,-0.096,0.039
-0.062,-0.025,0.044
-0.024,0.044,0.047
0.013,0.100,0.043
0.043,0.140,0.036
0.070,0.161,0.031
0.095,0.158,0.032
0.122,0.129,0.034
0.144,0.082,0.031
0.155,0.029,0.026
0.143,-0.024,0.026
0.103,-0.082,0.031
0.039,-0.148,0.029
-0.035,-0.208,0.011
-0.101,-0.240,-0.020
-0.144,-0.228,-0.048
-0.161,-0.181,-0.058
-0.152,-0.112,-0.043
-0.123,-0.030,-0.010
-0.081,0.067,0.027
-0.040,0.170,0.051
-0.010,0.248,0.043
0.004,0.264,0.003
0.016,0.207,-0.046
0.039,0.107,-0.077
0.078,0.016,-0.071
0.120,-0.029,-0.041
0.142,-0.029,-0.010
0.125,-0.014,0.003
0.069,-0.019,0.002
-0.008,-0.060,0.000
-0.078,-0.121,0.005
-0.120,-0.163,0.022
-0.125,-0.155,0.046
-0.104,-0.087,0.064
-0.074,0.017,0.063
-0.043,0.117,0.033
-0.011,0.176,-0.017
0.026,0.179,-0.069
0.070,0.132,-0.103
0.111,0.059,-0.110
0.133,-0.012,-0.095
0.129,-0.056,-0.067
0.105,-0.063,-0.036
0.077,-0.039,-0.005
0.055,-0.010,0.020
0.038,0.000,0.040
0.013,-0.012,0.053
-0.028,-0.037,0.053
-0.085,-0.059,0.031
-0.135,-0.073,-0.007
-0.152,-0.077,-0.045
-0.122,-0.065,-0.055
-0.052,-0.023,-0.025
0.028,0.047,0.030
0.086,0.120,0.075
0.105,0.155,0.078
0.086,0.123,0.039
0.042,0.033,-0.016
-0.011,-0.071,-0.050
-0.063,-0.144,-0.043
-0.100,-0.159,-0.005
-0.111,-0.120,0.041
-0.090,-0.053,0.074
-0.041,0.007,0.084
0.018,0.032,0.073
0.069,0.020,0.048
0.106,-0.005,0.014
0.130,-0.011,-0.019
0.143,0.020,-0.039
0.141,0.074,-0.036
0.121,0.124,-0.014
0.086,0.152,0.016
0.049,0.153,0.043
0.015,0.128,0.054
-0.024,0.074,0.041
-0.079,-0.003,0.007
-0.147,-0.076,-0.030
-0.207,-0.113,-0.040
-0.228,-0.106,-0.004
-0.199,-0.080,0.060
-0.132,-0.065,0.114
-0.056,-0.072,0.119
0.011,-0.084,0.076
0.064,-0.082,0.018
0.108,-0.062,-0.025
0.145,-0.030,-0.044
0.165,0.011,-0.050
0.156,0.065,-0.054
0.111,0.121,-0.058
0.034,0.148,-0.054
-0.058,0.119,-0.044
-0.139,0.028,-0.028
-0.181,-0.089,-0.007
-0.169,-0.179,0.019
-0.108,-0.202,0.045
-0.029,-0.152,0.067
0.031,-0.061,0.078
0.052,0.029,0.075
0.040,0.087,0.053
0.014,0.101,0.009
-0.006,0.076,-0.048
-0.018,0.025,-0.096
-0.020,-0.027,-0.104
-0.009,-0.056,-0.060
0.020,-0.041,0.016
0.065,0.016,0.091
0.113,0.083,0.136
0.143,0.121,0.150
0.139,0.107,0.142
0.101,0.051,0.112
0.034,-0.020,0.052
-0.050,-0.074,-0.040
-0.131,-0.095,-0.142
-0.186,-0.080,-0.213
-0.197,-0.045,-0.229
-0.166,-0.009,-0.197
-0.110,0.005,-0.149
-0.051,-0.004,-0.110
-0.002,-0.028,-0.077
0.026,-0.051,-0.042
0.029,-0.058,-0.004
0.003,-0.044,0.021
-0.037,-0.008,0.022
-0.069,0.041,0.002
-0.073,0.075,-0.021
-0.051,0.070,-0.037
-0.023,0.018,-0.048
-0.007,-0.050,-0.059
0.003,-0.094,-0.067
0.024,-0.096,-0.063
0.063,-0.067,-0.037
0.107,-0.030,0.014
0.133,0.006,0.085
0.128,0.038,0.161
0.096,0.055,0.218
0.049,0.042,0.237
-0.001,0.000,0.218
-0.054,-0.047,0.178
-0.103,-0.065,0.132
-0.141,-0.047,0.080
-0.160,-0.015,0.010
-0.158,0.001,-0.075
-0.138,-0.004,-0.152
-0.105,-0.019,-0.190
-0.062,-0.026,-0.184
-0.009,-0.017,-0.151
0.047,0.002,-0.110
0.096,0.026,-0.065
0.129,0.046,-0.010
0.139,0.063,0.052
0.124,0.077,0.098
0.091,0.087,0.104
0.048,0.085,0.063
0.008,0.058,-0.005
-0.022,0.004,-0.074
-0.040,-0.058,-0.124
-0.044,-0.101,-0.145
-0.038,-0.104,-0.142
-0.024,-0.071,-0.118
-0.006,-0.025,-0.074
0.008,0.012,-0.012
0.011,0.041,0.062
-0.007,0.066,0.129
-0.045,0.090,0.162
-0.092,0.096,0.148
-0.130,0.068,0.099
-0.149,0.001,0.043
-0.148,-0.086,0.009
-0.130,-0.167,-0.001
-0.097,-0.218,-0.009
-0.048,-0.240,-0.031
0.011,-0.240,-0.065
0.068,-0.220,-0.081
0.105,-0.168,-0.053
0.111,-0.071,0.010
0.086,0.061,0.072
0.042,0.193,0.091
-0.007,0.283,0.058
-0.049,0.307,-0.001
-0.076,0.272,-0.054
-0.087,0.198,-0.085
-0.082,0.111,-0.111
-0.065,0.024,-0.144
-0.038,-0.055,-0.184
0.000,-0.125,-0.206
0.049,-0.180,-0.190
0.099,-0.211,-0.133
0.136,-0.207,-0.059
0.143,-0.158,-0.003
0.112,-0.075,0.011
0.047,0.020,-0.009
-0.031,0.096,-0.033
-0.096,0.137,-0.031
-0.132,0.145,-0.002
-0.136,0.134,0.019
-0.117,0.116,0.006
-0.079,0.088,-0.036
-0.021,0.040,-0.071
0.062,-0.027,-0.058
0.164,-0.093,0.006
0.263,-0.120,0.093
0.330,-0.084,0.167
0.336,0.001,0.204
0.271,0.084,0.199
0.145,0.104,0.164
-0.008,0.043,0.117
-0.145,-0.066,0.077
-0.232,-0.158,0.049
-0.256,-0.189,0.023
-0.227,-0.152,-0.006
-0.166,-0.079,-0.030
-0.088,-0.012,-0.038
-0.006,0.020,-0.037
0.069,0.017,-0.051
0.122,0.003,-0.091
0.138,0.009,-0.132
0.113,0.052,-0.127
0.057,0.115,-0.059
-0.005,0.171,0.044
-0.051,0.196,0.132
-0.071,0.191,0.170
-0.074,0.160,0.160
-0.076,0.097,0.117
-0.085,-0.006,0.054
-0.088,-0.133,-0.009
-0.060,-0.227,-0.041
0.010,-0.232,-0.021
0.113,-0.136,0.042
0.211,0.014,0.106
0.270,0.145,0.133
0.268,0.207,0.123
0.208,0.197,0.111
0.111,0.144,0.127
0.003,0.080,0.175
-0.091,0.023,0.232
-0.162,-0.022,0.271
-0.209,-0.066,0.273
-0.238,-0.125,0.230
-0.247,-0.205,0.144
-0.228,-0.294,0.035
-0.179,-0.360,-0.069
-0.110,-0.366,-0.145
-0.043,-0.302,-0.185
0.005,-0.185,-0.193
0.032,-0.047,-0.176
0.045,0.085,-0.138
0.050,0.198,-0.083
0.040,0.281,-0.029
0.008,0.320,0.000
-0.042,0.305,-0.010
-0.088,0.235,-0.041
-0.104,0.128,-0.066
-0.080,0.014,-0.067
-0.029,-0.082,-0.060
0.027,-0.151,-0.071
0.077,-0.192,-0.112
0.123,-0.210,-0.164
0.169,-0.201,-0.207
0.211,-0.153,-0.239
0.232,-0.054,-0.274
0.221,0.088,-0.309
0.179,0.241,-0.316
0.117,0.353,-0.273
0.043,0.380,-0.196
-0.036,0.312,-0.128
-0.108,0.176,-0.097
-0.147,0.022,-0.091
-0.133,-0.104,-0.080
-0.071,-0.179,-0.052
0.010,-0.194,-0.017
0.076,-0.157,0.013
0.103,-0.098,0.037
0.085,-0.057,0.057
0.026,-0.061,0.067
-0.057,-0.107,0.065
-0.141,-0.155,0.067
-0.194,-0.157,0.090
-0.198,-0.095,0.128
-0.156,0.014,0.147
-0.089,0.132,0.113
-0.015,0.219,0.030
0.055,0.253,-0.069
0.117,0.227,-0.152
0.162,0.150,-0.209
0.186,0.056,-0.244
0.183,-0.015,-0.256
0.157,-0.039,-0.240
0.108,-0.022,-0.207
0.042,0.006,-0.178
-0.035,0.019,-0.163
-0.110,0.012,-0.155
-0.171,-0.002,-0.130
-0.210,-0.018,-0.076
-0.221,-0.041,0.006
-0.199,-0.075,0.112
-0.141,-0.110,0.226
-0.051,-0.124,0.325
0.059,-0.103,0.381
0.173,-0.057,0.375
0.279,-0.005,0.314
0.363,0.035,0.227
0.407,0.061,0.136
0.388,0.072,0.055
0.293,0.075,-0.014
0.132,0.071,-0.060
-0.061,0.062,-0.069
-0.239,0.043,-0.031
-0.362,0.013,0.042
-0.408,-0.023,0.125
-0.379,-0.054,0.193
-0.297,-0.069,0.229
-0.197,-0.071,0.224
-0.115,-0.075,0.174
-0.077,-0.095,0.077
-0.081,-0.129,-0.054
-0.104,-0.165,-0.198
-0.114,-0.185,-0.325
-0.092,-0.173,-0.422
-0.040,-0.117,-0.482
0.029,-0.015,-0.496
0.109,0.115,-0.451
0.196,0.248,-0.342
0.284,0.356,-0.194
0.348,0.421,-0.057
0.357,0.426,0.023
0.297,0.354,0.035
0.184,0.202,0.013
0.059,0.008,0.005
-0.038,-0.156,0.038
-0.093,-0.233,0.100
-0.112,-0.219,0.157
-0.117,-0.174,0.174
-0.129,-0.163,0.139
-0.161,-0.206,0.066
-0.210,-0.259,-0.010
-0.266,-0.252,-0.063
-0.306,-0.145,-0.084
-0.306,0.049,-0.084
-0.254,0.274,-0.073
-0.148,0.455,-0.047
-0.004,0.531,0.001
0.146,0.480,0.059
0.270,0.325,0.085
0.337,0.121,0.044
0.336,-0.072,-0.053
0.278,-0.221,-0.153
0.191,-0.323,-0.198
0.111,-0.388,-0.169
0.065,-0.417,-0.098
0.058,-0.401,-0.029
0.071,-0.334,0.016
0.077,-0.231,0.043
0.068,-0.113,0.075
0.056,0.011,0.126
0.060,0.148,0.195
0.085,0.302,0.257
0.114,0.449,0.276
0.131,0.541,0.225
0.138,0.527,0.112
0.152,0.396,-0.016
0.184,0.186,-0.104
0.220,-0.026,-0.121
0.230,-0.165,-0.083
0.184,-0.199,-0.033
0.073,-0.152,-0.002
-0.089,-0.091,0.000
-0.266,-0.076,-0.006
-0.420,-0.123,0.001
-0.517,-0.182,0.040
-0.548,-0.177,0.117
-0.520,-0.069,0.223
-0.451,0.113,0.330
-0.351,0.282,0.398
-0.222,0.362,0.395
-0.071,0.332,0.317
0.082,0.226,0.194
0.204,0.093,0.073
0.272,-0.042,-0.015
0.287,-0.174,-0.071
0.270,-0.288,-0.118
0.247,-0.356,-0.171
0.232,-0.357,-0.214
0.222,-0.300,-0.208
0.206,-0.220,-0.133
0.179,-0.146,-0.011
0.140,-0.085,0.095
0.088,-0.036,0.131
0.022,-0.008,0.087
-0.060,-0.021,-0.007
-0.156,-0.079,-0.108
-0.252,-0.155,-0.187
-0.333,-0.201,-0.239
-0.386,-0.185,-0.269
-0.409,-0.111,-0.283
-0.401,-0.012,-0.283
-0.360,0.080,-0.256
-0.281,0.168,-0.181
-0.169,0.272,-0.045
-0.037,0.401,0.124
0.090,0.523,0.261
0.199,0.576,0.299
0.288,0.522,0.229
0.364,0.379,0.104
0.429,0.209,-0.006
0.470,0.067,-0.073
0.465,-0.038,-0.108
0.398,-0.135,-0.117
0.275,-0.249,-0.072
0.116,-0.372,0.058
-0.048,-0.477,0.257
-0.190,-0.527,0.464
-0.283,-0.501,0.616
-0.322,-0.383,0.703
-0.317,-0.179,0.740
-0.291,0.064,0.727
-0.259,0.264,0.635
-0.215,0.346,0.446
-0.152,0.294,0.197
-0.068,0.163,-0.038
0.022,0.033,-0.201
0.112,-0.039,-0.272
0.208,-0.044,-0.252
0.323,-0.004,-0.139
0.448,0.053,0.061
0.538,0.101,0.293
0.532,0.118,0.463
0.398,0.088,0.492
0.151,0.006,0.378
-0.147,-0.122,0.190
-0.423,-0.269,0.007
-0.615,-0.384,-0.133
-0.692,-0.404,-0.231
-0.649,-0.291,-0.291
-0.506,-0.070,-0.312
-0.290,0.172,-0.299
-0.034,0.343,-0.274
0.226,0.406,-0.250
0.455,0.397,-0.214
0.616,0.375,-0.146
0.682,0.368,-0.049
0.640,0.360,0.042
0.506,0.311,0.093
0.316,0.198,0.095
0.122,0.020,0.062
-0.027,-0.208,0.000
-0.105,-0.457,-0.091
-0.116,-0.670,-0.191
-0.086,-0.783,-0.247
-0.046,-0.746,-0.220
-0.020,-0.558,-0.133
-0.021,-0.271,-0.071
-0.052,0.035,-0.115
-0.104,0.289,-0.261
-0.164,0.457,-0.423
-0.217,0.546,-0.501
-0.254,0.581,-0.456
-0.272,0.586,-0.323
-0.270,0.559,-0.169
-0.233,0.476,-0.047
-0.140,0.315,0.020
0.018,0.081,0.035
0.221,-0.174,0.021
0.422,-0.366,0.015
0.564,-0.420,0.051
0.609,-0.309,0.121
0.541,-0.077,0.176
0.373,0.176,0.164
0.141,0.344,0.079
-0.107,0.367,-0.029
-0.324,0.270,-0.097
-0.475,0.138,-0.095
-0.544,0.067,-0.041
-0.527,0.095,0.029
-0.425,0.174,0.082
-0.246,0.211,0.099
-0.019,0.138,0.070
0.205,-0.038,0.006
0.365,-0.244,-0.049
0.419,-0.404,-0.058
0.360,-0.485,-0.014
0.214,-0.488,0.036
0.031,-0.426,0.045
-0.136,-0.304,0.004
-0.249,-0.144,-0.046
-0.289,0.008,-0.059
-0.257,0.100,-0.031
-0.169,0.112,0.008
-0.044,0.063,0.022
0.097,-0.005,-0.001
0.242,-0.065,-0.057
0.379,-0.092,-0.120
0.492,-0.062,-0.159
0.563,0.037,-0.151
0.570,0.177,-0.110
0.496,0.286,-0.081
0.348,0.292,-0.107
0.150,0.180,-0.173
-0.059,0.009,-0.208
-0.250,-0.135,-0.146
-0.406,-0.191,0.011
-0.523,-0.149,0.195
-0.593,-0.047,0.315
-0.600,0.053,0.331
-0.529,0.106,0.260
-0.378,0.107,0.162
-0.174,0.107,0.091
0.042,0.171,0.073
0.223,0.315,0.091
0.332,0.473,0.096
0.353,0.533,0.046
0.295,0.422,-0.053
0.185,0.171,-0.142
0.062,-0.104,-0.150
-0.039,-0.274,-0.057
-0.097,-0.274,0.092
-0.105,-0.131,0.212
-0.071,0.049,0.231
-0.009,0.149,0.126
0.069,0.104,-0.071
0.152,-0.057,-0.295
0.219,-0.228,-0.467
0.246,-0.293,-0.531
0.217,-0.217,-0.481
0.138,-0.070,-0.367
0.035,0.028,-0.251
-0.066,0.000,-0.170
-0.158,-0.127,-0.119
-0.249,-0.258,-0.083
-0.338,-0.305,-0.063
-0.403,-0.255,-0.088
-0.405,-0.151,-0.174
-0.311,-0.035,-0.296
-0.119,0.088,-0.394
0.136,0.227,-0.407
0.387,0.370,-0.318
0.555,0.476,-0.168
0.587,0.511,-0.027
0.477,0.466,0.052
0.280,0.357,0.073
0.083,0.207,0.081
-0.047,0.043,0.122
-0.104,-0.096,0.193
-0.135,-0.179,0.237
-0.194,-0.213,0.192
-0.299,-0.252,0.048
-0.405,-0.347,-0.131
-0.439,-0.489,-0.260
-0.353,-0.591,-0.291
-0.159,-0.546,-0.243
0.076,-0.312,-0.173
0.271,0.050,-0.115
0.373,0.412,-0.066
0.385,0.646,-0.011
0.343,0.698,0.053
0.282,0.594,0.119
0.216,0.410,0.189
0.137,0.218,0.284
0.039,0.051,0.409
-0.074,-0.086,0.538
-0.179,-0.189,0.618
-0.252,-0.252,0.612
-0.274,-0.277,0.514
-0.244,-0.282,0.349
-0.183,-0.281,0.152
-0.112,-0.255,-0.042
-0.043,-0.170,-0.213
0.026,-0.017,-0.354
0.110,0.164,-0.473
0.207,0.313,-0.564
0.294,0.396,-0.596
0.331,0.412,-0.534
0.290,0.376,-0.393
0.176,0.292,-0.232
0.035,0.162,-0.109
-0.079,0.020,-0.017
-0.141,-0.086,0.086
-0.167,-0.137,0.219
-0.194,-0.158,0.325
-0.244,-0.191,0.323
-0.300,-0.247,0.191
-0.324,-0.296,-0.015
-0.292,-0.296,-0.211
-0.214,-0.234,-0.351
-0.120,-0.126,-0.428
-0.038,-0.003,-0.445
0.025,0.103,-0.389
0.082,0.161,-0.259
0.145,0.147,-0.083
0.218,0.060,0.084
0.283,-0.073,0.198
0.307,-0.217,0.247
0.258,-0.353,0.250
0.131,-0.467,0.236
-0.044,-0.541,0.224
-0.218,-0.537,0.202
-0.353,-0.433,0.140
-0.435,-0.251,0.024
-0.466,-0.049,-0.110
-0.448,0.129,-0.179
-0.376,0.288,-0.114
-0.257,0.453,0.073
-0.115,0.622,0.296
0.025,0.743,0.456
0.155,0.746,0.520
0.278,0.602,0.527
0.386,0.347,0.524
0.447,0.050,0.505
0.417,-0.230,0.418
0.281,-0.469,0.228
0.073,-0.662,-0.040
-0.130,-0.808,-0.304
-0.258,-0.885,-0.486
-0.279,-0.851,-0.551
-0.208,-0.671,-0.517
-0.086,-0.344,-0.429
0.038,0.065,-0.338
0.134,0.454,-0.276
0.187,0.735,-0.257
0.200,0.875,-0.270
0.198,0.892,-0.294
0.211,0.817,-0.314
0.254,0.666,-0.324
0.313,0.448,-0.327
0.356,0.183,-0.327
0.348,-0.093,-0.328
0.279,-0.351,-0.329
0.166,-0.566,-0.315
0.034,-0.702,-0.252
-0.088,-0.716,-0.115
-0.182,-0.578,0.082
-0.230,-0.312,0.272
-0.218,0.007,0.384
-0.138,0.302,0.394
-0.001,0.527,0.343
0.165,0.679,0.292
0.321,0.757,0.248
0.428,0.738,0.160
0.462,0.587,-0.023
0.424,0.297,-0.280
0.337,-0.078,-0.510
0.230,-0.436,-0.604
0.122,-0.664,-0.522
0.008,-0.693,-0.316
-0.119,-0.533,-0.091
-0.259,-0.267,0.067
-0.387,0.001,0.140
-0.470,0.209,0.174
-0.481,0.365,0.235
-0.412,0.511,0.365
-0.270,0.661,0.555
-0.073,0.766,0.745
0.159,0.750,0.862
0.405,0.571,0.865
0.624,0.256,0.760
0.765,-0.117,0.577
0.772,-0.460,0.340
0.615,-0.694,0.062
0.317,-0.770,-0.228
-0.047,-0.688,-0.471
-0.380,-0.506,-0.611
-0.611,-0.322,-0.642
-0.720,-0.204,-0.607
-0.733,-0.145,-0.548
-0.687,-0.078,-0.462
-0.600,0.052,-0.319
-0.470,0.235,-0.127
-0.286,0.407,0.046
-0.054,0.506,0.123
0.193,0.515,0.090
0.396,0.448,0.004
0.482,0.316,-0.066
0.402,0.120,-0.103
0.166,-0.133,-0.132
-0.145,-0.403,-0.171
-0.412,-0.617,-0.204
-0.532,-0.693,-0.198
-0.468,-0.584,-0.138
-0.261,-0.306,-0.041
0.009,0.055,0.061
0.261,0.378,0.125
0.451,0.553,0.113
0.571,0.537,0.017
0.632,0.366,-0.108
0.644,0.134,-0.169
0.604,-0.059,-0.100
0.509,-0.155,0.074
0.366,-0.147,0.249
0.208,-0.076,0.335
0.067,0.005,0.328
-0.042,0.051,0.295
-0.136,0.052,0.275
-0.238,0.038,0.237
-0.341,0.056,0.120
-0.403,0.142,-0.068
-0.368,0.290,-0.228
-0.204,0.461,-0.245
0.073,0.612,-0.086
0.404,0.726,0.165
0.697,0.796,0.374
0.861,0.793,0.449
0.833,0.653,0.394
0.615,0.324,0.289
0.274,-0.156,0.228
-0.099,-0.661,0.261
-0.440,-1.032,0.359
-0.727,-1.182,0.445
-0.958,-1.132,0.453
-1.116,-0.965,0.381
-1.162,-0.746,0.278
-1.057,-0.489,0.186
-0.800,-0.178,0.099
-0.429,0.180,-0.025
-0.003,0.542,-0.203
0.414,0.833,-0.396
0.766,0.986,-0.548
1.015,0.968,-0.638
1.146,0.783,-0.693
1.163,0.478,-0.735
1.070,0.127,-0.737
0.851,-0.195,-0.644
0.490,-0.434,-0.437
0.019,-0.567,-0.175
-0.465,-0.602,0.043
-0.831,-0.562,0.152
-0.987,-0.469,0.166
-0.932,-0.335,0.151
-0.744,-0.158,0.157
-0.509,0.062,0.187
-0.276,0.313,0.207
-0.053,0.555,0.199
0.154,0.740,0.173
0.320,0.822,0.141
0.411,0.769,0.092
0.410,0.570,-0.004
0.345,0.248,-0.156
0.275,-0.119,-0.321
0.259,-0.409,-0.420
0.318,-0.512,-0.406
0.427,-0.412,-0.298
0.527,-0.201,-0.163
0.559,-0.028,-0.057
0.490,0.005,0.019
0.324,-0.091,0.107
0.093,-0.222,0.234
-0.159,-0.273,0.373
-0.385,-0.183,0.467
-0.549,0.033,0.477
-0.625,0.294,0.412
-0.606,0.500,0.306
-0.499,0.573,0.180
-0.329,0.502,0.029
-0.138,0.340,-0.148
0.027,0.164,-0.323
0.139,0.025,-0.442
0.205,-0.067,-0.469
0.259,-0.124,-0.412
0.333,-0.156,-0.319
0.421,-0.167,-0.250
0.476,-0.169,-0.237
0.441,-0.188,-0.265
0.298,-0.230,-0.282
0.067,-0.261,-0.226
-0.203,-0.235,-0.071
-0.470,-0.137,0.144
-0.699,-0.022,0.344
-0.854,0.029,0.467
-0.906,-0.028,0.497
-0.844,-0.165,0.449
-0.689,-0.304,0.346
-0.476,-0.376,0.213
-0.232,-0.344,0.096
0.041,-0.199,0.063
0.342,0.047,0.148
0.640,0.337,0.314
0.871,0.560,0.471
0.974,0.597,0.551
0.933,0.407,0.560
0.779,0.069,0.548
0.575,-0.260,0.540
0.376,-0.453,0.508
0.220,-0.476,0.415
0.119,-0.391,0.262
0.059,-0.283,0.084
-0.007,-0.205,-0.097
-0.132,-0.155,-0.296
-0.337,-0.096,-0.508
-0.579,0.009,-0.682
-0.757,0.168,-0.747
-0.768,0.361,-0.675
-0.576,0.558,-0.517
-0.242,0.739,-0.348
0.105,0.877,-0.211
0.350,0.919,-0.103
0.443,0.799,-0.020
0.428,0.500,0.028
0.397,0.107,0.041
0.426,-0.231,0.057
0.526,-0.405,0.117
0.645,-0.417,0.212
0.701,-0.364,0.275
0.630,-0.342,0.237
0.407,-0.391,0.086
0.056,-0.493,-0.131
-0.350,-0.611,-0.355
-0.713,-0.688,-0.544
-0.944,-0.646,-0.665
-1.001,-0.424,-0.698
-0.905,-0.033,-0.655
-0.718,0.408,-0.586
-0.499,0.735,-0.539
-0.293,0.821,-0.510
-0.136,0.654,-0.451
-0.057,0.324,-0.336
-0.064,-0.027,-0.206
-0.114,-0.269,-0.127
-0.122,-0.334,-0.108
-0.020,-0.241,-0.079
0.194,-0.080,0.021
0.452,0.056,0.156
0.663,0.126,0.206
0.767,0.150,0.093
0.760,0.155,-0.117
0.673,0.149,-0.250
0.552,0.135,-0.159
0.442,0.148,0.154
0.372,0.238,0.540
0.346,0.401,0.810
0.345,0.539,0.855
0.343,0.524,0.698
0.325,0.320,0.456
0.292,0.043,0.260
0.232,-0.117,0.176
0.115,-0.062,0.180
-0.094,0.134,0.190
-0.390,0.282,0.139
-0.700,0.229,0.025
-0.914,-0.029,-0.083
-0.933,-0.367,-0.103
-0.729,-0.616,-0.001
-0.356,-0.660,0.188
0.072,-0.480,0.394
0.425,-0.153,0.541
0.609,0.176,0.578
0.594,0.357,0.492
0.418,0.311,0.312
0.159,0.085,0.104
-0.102,-0.177,-0.054
-0.317,-0.333,-0.126
-0.460,-0.324,-0.140
-0.507,-0.184,-0.150
-0.422,0.000,-0.187
-0.177,0.154,-0.227
0.194,0.243,-0.224
0.593,0.262,-0.181
0.887,0.226,-0.165
0.984,0.150,-0.247
0.878,0.049,-0.421
0.641,-0.060,-0.581
0.364,-0.149,-0.604
0.108,-0.177,-0.466
-0.106,-0.122,-0.288
-0.280,-0.024,-0.238
-0.405,0.015,-0.379
-0.455,-0.089,-0.609
-0.397,-0.312,-0.751
-0.224,-0.495,-0.718
0.030,-0.447,-0.576
0.299,-0.090,-0.465
0.511,0.454,-0.454
0.628,0.941,-0.490
0.646,1.162,-0.469
0.577,1.083,-0.343
0.427,0.835,-0.150
0.200,0.596,0.033
-0.079,0.444,0.170
-0.353,0.320,0.277
-0.549,0.107,0.392
-0.610,-0.243,0.534
-0.535,-0.664,0.681
-0.380,-1.020,0.780
-0.237,-1.201,0.781
-0.188,-1.169,0.674
-0.262,-0.950,0.504
-0.415,-0.595,0.339
-0.547,-0.168,0.220
-0.561,0.247,0.131
-0.426,0.570,0.027
-0.187,0.754,-0.108
0.071,0.813,-0.242
0.284,0.790,-0.320
0.446,0.718,-0.304
0.584,0.599,-0.200
0.708,0.450,-0.046
0.774,0.316,0.103
0.708,0.237,0.197
0.469,0.186,0.196
0.094,0.069,0.107
-0.305,-0.183,-0.011
-0.607,-0.521,-0.079
-0.743,-0.782,-0.052
-0.721,-0.819,0.042
-0.597,-0.621,0.116
-0.427,-0.335,0.100
-0.229,-0.138,-0.001
-0.002,-0.098,-0.115
0.253,-0.133,-0.168
0.499,-0.111,-0.158
0.678,0.019,-0.159
0.750,0.177,-0.250
0.724,0.219,-0.422
0.660,0.078,-0.580
0.619,-0.177,-0.626
0.612,-0.388,-0.564
0.595,-0.446,-0.504
0.510,-0.371,-0.549
0.343,-0.281,-0.687
0.130,-0.276,-0.793
-0.063,-0.358,-0.747
-0.200,-0.434,-0.544
-0.281,-0.397,-0.276
-0.332,-0.206,-0.040
-0.375,0.100,0.137
-0.413,0.434,0.283
-0.430,0.725,0.403
-0.405,0.953,0.458
-0.330,1.152,0.391
-0.227,1.344,0.174
-0.143,1.479,-0.173
-0.119,1.446,-0.589
-0.141,1.156,-0.980
-0.142,0.639,-1.243
-0.049,0.049,-1.308
0.147,-0.427,-1.191
0.370,-0.685,-0.977
0.515,-0.730,-0.751
0.519,-0.632,-0.518
0.390,-0.458,-0.221
0.170,-0.263,0.176
-0.110,-0.098,0.617
-0.439,-0.001,0.983
-0.788,0.024,1.182
-1.084,-0.011,1.209
-1.236,-0.107,1.132
-1.173,-0.273,1.031
-0.876,-0.476,0.964
-0.377,-0.599,0.957
0.240,-0.507,0.992
0.854,-0.173,1.010
1.331,0.253,0.936
1.582,0.544,0.733
1.607,0.566,0.441
1.470,0.374,0.150
1.232,0.138,-0.067
0.901,-0.011,-0.188
0.457,-0.078,-0.226
-0.076,-0.164,-0.205
-0.607,-0.357,-0.155
-1.017,-0.665,-0.128
-1.249,-1.009,-0.182
-1.342,-1.284,-0.335
-1.375,-1.405,-0.540
-1.392,-1.335,-0.718
-1.362,-1.081,-0.808
-1.209,-0.670,-0.804
-0.879,-0.146,-0.736
-0.378,0.429,-0.635
0.231,0.972,-0.506
0.862,1.404,-0.327
1.435,1.687,-0.071
1.898,1.831,0.258
2.218,1.859,0.606
2.379,1.772,0.889
